@relation 'whatever-weka.filters.unsupervised.attribute.Remove-R2-3,8-9,11,13-14'

@attribute label {0,1}
@attribute w2v_max_sim numeric
@attribute quad_ppl numeric
@attribute pos-quad_ppl numeric
@attribute pos-tri_ppl numeric
@attribute w2v_cont_avg numeric
@attribute tri_ppl numeric

@data
0,-0.105242,-0.325818,0.339083,0.277788,-0.763444,-0.510612
1,-0.026082,0.339085,0.212662,0.474244,-0.023329,0.565083
1,0.553989,-0.192469,1.497945,1.609321,0.799129,0.035432
1,-0.516967,-0.706857,0.275872,0.539729,0.261478,-0.453385
0,-0.377351,-0.558794,-0.545866,-0.660833,-0.576823,-0.831622
1,2.603935,1.629346,-2.505396,-2.494419,0.856361,1.872668
1,0.475994,1.640688,-0.082321,-0.333407,0.374548,1.482807
0,-1.322349,-0.762955,-0.482655,-0.639005,-1.447289,-0.867985
1,-0.434585,-1.778242,0.802628,1.500179,1.064925,-1.395549
0,-0.454173,0.040814,-0.293023,-0.333407,-1.047207,-0.255474
0,-0.338737,0.249573,0.612996,0.736185,-0.902741,-0.073658
0,-0.316966,-0.088549,0.149451,-0.005981,-0.931519,-0.344295
0,-0.363384,0.034989,1.624366,1.303723,-0.853971,-0.174401
1,-1.017302,0.734225,-0.819779,-0.813632,0.306565,1.029161
1,0.320698,-0.771232,0.507645,0.976297,0.880722,-0.442655
1,-0.070001,0.070549,-0.840849,-1.010088,0.868517,0.144224
0,-0.474009,0.258156,-0.314094,-0.529863,-1.483498,0.008011
1,0.780423,1.562518,0.107311,0.648871,-0.251309,1.683997
1,0.611135,0.187037,0.212662,0.365102,1.223091,0.558824
0,-1.106357,-0.107249,1.202962,1.303723,-0.723714,-0.295712
1,0.04087,-0.436481,0.170521,0.321445,4.16343,-0.113597
0,-0.571648,0.201752,1.603296,1.565664,-0.806102,-0.282895
0,-1.100933,-0.864422,0.655136,0.321445,-0.679648,-1.044138
1,0.644977,-0.860744,-1.114762,-0.944602,1.864363,-0.464413
1,0.917435,-1.516757,0.296943,0.736185,1.28977,-1.144286
0,-0.454669,-0.478479,0.739417,0.561558,-0.73826,-0.628345
0,0.742267,-0.55297,0.423364,0.474244,-0.474998,-0.715081
1,2.383872,1.596851,-0.651217,-0.70449,-0.311708,1.823786
1,0.455879,1.01625,-1.367604,-1.337514,0.564,1.196074
1,0.827038,-0.960372,0.191591,0.758013,0.822067,-0.513593
1,1.19483,0.477645,0.381223,0.517901,1.470647,0.724545
1,1.312568,0.073001,-2.336834,-2.21065,0.858748,0.189529
0,0.270081,0.270725,1.05547,0.976297,-0.776684,-0.029545
0,-0.408355,-0.78472,-0.019111,-0.355235,-0.985795,-1.028639
1,-0.586349,-0.411038,-0.777638,-0.769975,-0.09911,0.001155
1,0.109109,1.799786,1.0344,0.910812,1.495857,2.068791
0,-0.668186,-0.24305,1.245102,0.976297,-1.037255,-0.623576
0,-0.51169,-0.455487,-0.609077,-0.70449,0.400961,-0.65368
0,-1.09388,-0.544693,0.465504,0.299617,-0.454569,-0.863216
1,1.170645,-0.975086,-0.082321,0.365102,1.645205,-0.564561
0,-0.244405,1.431009,0.802628,0.583386,-0.692868,0.991307
1,0.825945,-0.407359,-0.9462,-0.791804,1.097629,-0.031929
0,-1.414579,-0.190017,0.08624,0.124989,-0.859288,-0.349958
0,-0.799994,-0.869021,-0.861919,-1.031916,-1.306663,-0.948461
0,-1.079662,0.053689,0.02303,-0.005981,-0.76608,-0.209274
0,-0.513237,-0.796369,-0.588006,-0.682662,-0.415464,-0.907329
1,0.225367,-0.986429,-0.609077,-0.420721,1.541006,-0.597347
1,-1.125321,-1.101078,-0.440515,-0.420721,0.368429,-0.809565
0,-0.08172,-0.075061,-0.019111,-0.093295,-0.658086,-0.281703
0,0.712775,0.283906,2.698947,2.373315,-0.885858,0.015462
0,-0.072632,-0.237838,-1.283323,-1.599455,0.250236,-0.487065
1,0.3797,1.416908,-0.208743,-0.136951,-0.049449,1.613059
1,-0.116464,-1.038542,-0.840849,-0.355235,2.208929,-0.639374
1,0.522243,1.073267,-1.557236,-1.643111,0.650233,1.320365
1,-0.261431,-1.485489,0.655136,0.954469,1.10674,-1.181543
0,-0.526239,-0.103877,0.318013,0.168646,-0.800175,-0.347574
1,0.030533,0.073921,0.781557,1.260067,0.393365,0.39817
0,-0.460306,-1.128973,-0.187672,-0.311579,-0.465015,-1.102259
0,-0.237849,0.076373,0.00196,-0.377064,-0.839591,-0.282299
1,-0.262626,-0.078433,-1.494026,-1.11923,0.622482,0.036028
1,0.734902,-1.399962,0.444434,0.452416,0.339292,-1.021783
0,0.807179,-0.345437,0.886908,0.976297,-0.845532,-0.639374
1,1.394749,-0.470815,-0.440515,-0.311579,0.688978,-0.201823
1,0.495161,-0.456714,-2.041851,-2.123336,0.707594,-0.156518
0,-1.188965,-0.653211,-1.072621,-1.053744,-1.034252,-0.859937
1,2.424688,-0.170704,-1.725798,-1.555798,0.233151,0.292061
0,-0.451913,0.051543,-1.304394,-1.512141,-1.239255,-0.41881
1,4.457131,-1.407012,-1.557236,-1.555798,1.05677,-0.752338
0,-0.470254,0.319772,0.381223,-0.115123,-0.742441,-0.200631
0,-0.768146,0.274403,-0.398375,-0.377064,-0.984756,-0.226264
0,-0.503635,-0.308957,0.233732,-0.115123,-0.825282,-0.51866
0,-0.284655,-0.316928,1.245102,0.910812,-0.760858,-0.564561
0,-0.510905,0.277469,-0.103392,-0.005981,-0.485866,0.074776
1,1.222862,0.423999,-1.135832,-1.424827,1.751517,0.702786
0,-0.568836,0.562559,0.402294,0.124989,-1.047108,0.078353
1,-0.368096,0.127873,-0.061251,0.081333,0.63026,0.212777
1,2.141501,1.257809,-1.325464,-1.402999,1.000576,1.180873
1,1.700546,-1.34325,0.697277,0.910812,-0.510435,-1.008371
0,0.973307,-0.438321,-0.356234,-0.595348,-0.267945,-0.615827
0,-0.657071,-0.827637,-0.166602,-0.28975,-1.305861,-0.900473
0,-0.288772,0.009852,-1.156902,-1.359342,-0.827706,-0.260839
0,-0.98869,0.090168,-2.589677,-2.62539,-0.840971,-0.263223
1,-0.746944,2.423611,-0.882989,-0.966431,-0.359308,2.835995
0,-0.458997,-0.240597,0.718347,0.627043,-0.66892,-0.391388
1,-0.209628,1.004294,-0.335164,-0.224265,0.508856,1.274165
0,-0.747049,-1.159628,-0.440515,-0.355235,-0.828689,-1.099279
1,0.027088,-0.39755,0.233732,0.124989,0.377081,-0.136548
0,-0.388191,0.603023,0.339083,0.059504,-0.702353,0.151675
0,0.229491,1.125381,1.266172,1.238238,-0.663417,0.562699
1,5.617426,-0.443532,-0.693357,-0.442549,0.209189,-0.222091
0,-1.168968,0.439326,-0.166602,-0.508034,-0.795324,0.224998
0,-0.892297,0.019049,2.06684,2.024061,-0.680834,-0.328498
0,-0.387186,-0.667619,1.434734,1.107268,-1.043408,-0.823574
0,-0.805647,0.08465,0.149451,0.059504,-0.942701,-0.436395
0,-1.334602,-0.922667,-1.093692,-1.337514,-0.56157,-0.973796
1,-0.411593,-1.25803,-0.545866,-0.420721,0.546797,-0.958893
0,-0.720928,0.109787,0.339083,0.25596,0.303523,-0.269482
1,-0.701649,2.857377,0.423364,0.38693,0.577055,2.950151
1,-0.449346,0.094153,2.130051,1.522007,1.565068,0.539748
0,0.472162,-0.13116,1.371523,1.281895,-0.756099,-0.35741
0,-0.070224,-0.737512,0.339083,-0.093295,-1.173237,-0.861726
1,2.621671,-1.058774,0.865838,0.80167,0.126095,-0.810459
1,0.034963,0.872172,-1.220113,-1.075573,0.266802,1.252109
0,0.069247,0.070242,-0.145532,-0.355235,-0.9783,-0.200929
1,1.639705,0.168644,0.0441,0.212303,0.429992,0.348692
1,-0.111623,1.459825,0.128381,0.365102,1.471524,1.630644
0,-1.230296,0.140442,-0.293023,-0.595348,-1.10715,-0.109723
1,0.625702,-0.579026,1.266172,1.391037,0.919462,-0.221197
1,0.987467,2.033069,-0.124462,0.299617,0.517804,2.202023
0,-1.14521,-0.231094,-0.588006,-0.813632,-1.009063,-0.462028
1,0.086903,2.842049,-0.482655,-0.420721,0.333801,2.855667
0,-0.596618,-0.635125,1.835068,1.500179,-1.340307,-0.686765
1,0.346355,-0.305892,-0.630147,-0.857289,0.65623,0.055402
0,-0.542737,-0.400615,0.233732,-0.005981,-1.013473,-0.603308
0,0.777416,0.703264,1.455804,1.085439,-0.37815,0.316502
0,-0.478072,-0.179901,-0.461585,-0.508034,-0.545959,-0.414041
0,0.283454,-0.030305,0.191591,-0.049638,-0.879608,-0.42954
0,-0.739869,0.892404,0.00196,-0.027809,-1.017721,0.378796
1,-1.038481,0.472127,0.360153,0.299617,-1.183477,0.753754
1,0.843197,-0.911937,0.423364,0.627043,0.226764,-0.572906
1,1.715584,-1.678001,-1.662587,-1.66494,1.13103,-1.225656
0,-0.731101,0.571755,-0.798709,-0.420721,-0.938244,0.009799
1,4.34579,-0.053603,0.212662,0.6707,-0.380094,0.140349
1,1.168523,1.757789,-0.90406,-0.791804,0.916287,1.725725
0,-0.351987,-0.219445,0.528715,0.321445,-1.004712,-0.511804
1,-0.745058,3.315666,-1.241183,-1.228372,1.229667,3.296198
1,1.189904,-1.059387,0.0441,-0.136951,2.258985,-0.644441
1,0.156886,0.670463,-0.672287,-0.464378,1.265238,0.77134
0,-0.643868,-0.441386,0.08624,0.037676,-0.552973,-0.656065
0,-0.157665,0.866041,1.371523,1.107268,-0.758878,0.419034
1,1.283879,-0.389886,0.360153,0.539729,4.893438,-0.087368
1,-0.716831,0.34307,-0.840849,-0.660833,0.956816,0.444071
0,-0.464211,-0.706244,1.181891,0.736185,-0.729417,-0.753232
1,1.094519,1.169217,-1.304394,-1.315685,-0.019846,1.43631
1,0.679338,-0.633898,0.02303,0.124989,1.266039,-0.353535
0,-0.437698,-0.100198,1.540085,1.718463,-0.280546,-0.31598
0,-0.17497,0.459558,0.107311,-0.049638,-0.918446,0.140647
0,0.237298,0.061046,0.339083,0.059504,-0.682605,-0.266204
0,-0.130425,-0.285047,0.402294,0.277788,-0.937633,-0.546081
0,-0.441559,-0.190936,0.128381,0.190475,-0.840445,-0.434011
0,0.23736,-0.022335,-0.693357,-0.900946,-0.311712,-0.405695
0,1.217866,1.080625,-0.145532,-0.224265,-0.807831,0.582072
1,0.605778,-0.485836,1.856138,1.783948,1.288479,-0.21911
0,-0.748989,0.280228,-0.96727,-1.184715,-0.950311,0.053912
0,-0.971383,-0.430657,0.360153,0.081333,-0.986583,-0.662026
1,1.180235,-1.180167,-0.482655,-0.115123,1.658881,-0.881099
1,-0.238468,-0.923586,-1.051551,-0.595348,2.129745,-0.685573
1,0.313925,2.610299,0.0441,0.146818,0.897447,2.766249
1,1.014485,-0.738125,0.507645,0.648871,1.199835,-0.496603
0,-0.220839,-0.87883,-0.440515,-0.57352,-1.199166,-1.052483
0,-0.434074,-0.121657,0.107311,-0.071466,-0.676835,-0.399734
0,-0.535891,1.011958,0.128381,-0.049638,-0.680873,0.698911
1,0.4266,-0.729848,0.128381,0.452416,0.276456,-0.452789
0,-0.948844,0.73024,-0.419445,-1.031916,-0.907013,0.032153
1,-0.464684,-1.342637,-0.651217,-0.311579,0.765273,-1.061127
1,-0.310035,0.218305,-0.545866,-0.486206,0.584402,0.439898
0,-0.626551,0.465383,0.739417,0.692528,-0.947293,0.202047
0,0.10224,-0.650452,-0.040181,0.059504,-0.67449,-0.746377
1,0.634014,0.584937,-0.98834,-0.879117,1.235515,0.202345
1,0.053518,2.167644,0.570855,0.736185,1.213428,2.450903
0,-0.708502,-0.135145,-0.819779,-1.141058,-0.866704,-0.386918
0,-1.051536,1.480363,0.360153,0.103161,-0.668144,0.892948
0,-1.566874,-1.068583,1.097611,1.041783,-1.528676,-1.231021
1,0.296627,-0.99164,-0.840849,-0.70449,0.461031,-0.696601
1,-0.089258,0.41235,-0.92513,-0.879117,1.379859,0.647943
1,0.584275,-1.191203,0.0441,0.321445,0.831678,-0.933558
1,0.312575,-0.502083,0.423364,0.714356,0.211247,-0.170229
1,0.06081,0.183665,-0.019111,0.103161,0.662686,0.412775
1,-0.43044,2.873011,-0.124462,0.103161,0.589017,3.061327
0,-0.82855,-1.194881,0.318013,-0.115123,-1.348632,-1.206878
1,0.971807,-0.501776,-0.040181,0.212303,0.954018,-0.13625
1,-0.29161,1.464116,-0.040181,0.081333,1.039659,1.500392
1,0.969172,-1.247914,-1.199043,-0.900946,0.886777,-0.970815
1,0.125645,1.110053,-0.90406,-0.508034,0.237802,1.378188
1,-0.553626,-0.636351,0.318013,0.80167,2.387732,-0.497498
1,0.478306,-1.148899,-0.798709,-0.486206,1.685595,-0.872754
0,-0.29733,-0.213314,-0.461585,-0.639005,-0.822035,-0.484681
1,-0.682445,0.064418,-0.9462,-0.682662,1.260967,0.362403
1,0.290552,-0.928491,-0.293023,-0.027809,1.873688,-0.655767
1,-0.453704,0.237618,-1.262253,-1.010088,1.924225,0.570746
1,0.085599,-0.610907,-1.95757,-1.948709,-0.241405,-0.343699
0,-0.417135,-0.264201,0.107311,-0.049638,-0.791582,-0.504055
1,-0.408039,-0.493499,-1.177972,-1.184715,0.730085,-0.175594
1,-0.01924,0.864815,-1.95757,-1.79591,1.223832,1.067611
0,-1.075847,-0.030612,-0.293023,-0.377064,-0.657161,-0.339228
0,-0.389307,-0.178368,0.697277,0.627043,0.724916,-0.333565
0,-0.065387,0.186118,0.528715,0.103161,-0.747752,-0.203611
0,-0.311107,0.152091,0.170521,0.124989,-0.574771,-0.235802
1,-0.666004,3.654095,-2.252553,-2.276135,-0.069252,3.619592
0,-0.438352,-0.382836,0.191591,0.365102,0.627401,-0.468884
0,-1.503815,-0.592821,0.254802,0.059504,-1.046673,-0.693024
0,-0.225044,0.271951,0.06517,-0.136951,-0.759518,0.098024
1,1.759087,0.135537,0.612996,0.93264,1.285291,0.428572
1,0.312469,0.237924,-0.566936,-0.115123,0.361184,0.579986
1,-0.907367,1.504887,-0.672287,-0.617176,0.50477,1.296222
1,1.107406,0.18765,-1.367604,-1.446656,1.411779,0.476858
0,-0.880577,-0.539482,0.02303,-0.224265,-1.462329,-0.765453
1,0.867477,-0.973554,-1.283323,-1.228372,0.514162,-0.659344
1,2.060823,-1.085137,-2.168272,-2.07968,0.117104,-0.746079
0,-0.917078,0.122049,-1.472955,-1.970538,-0.56255,-0.224177
0,0.25848,-0.191243,1.434734,1.260067,-0.738644,-0.411955
1,2.461045,-0.70747,-0.798709,-0.639005,0.567974,-0.366053
1,3.581267,-1.475679,-1.451885,-1.272029,1.292349,-1.076924
0,-0.134982,-0.635738,0.212662,0.212303,-1.073717,-0.755319
1,0.01813,0.417255,-1.030481,-0.966431,-0.069462,0.688479
0,-1.09955,-0.772458,0.781557,0.365102,-1.040875,-1.124316
1,-1.188494,-0.768779,-0.819779,-0.748147,0.489567,-0.546081
1,0.460041,-0.701032,0.718347,1.412865,1.593823,-0.43729
0,-0.889127,0.19746,1.07654,1.172753,-0.971714,-0.107636
1,0.304432,0.615898,-0.145532,-0.005981,1.27554,0.847643
0,-1.162636,-0.071996,-0.588006,-0.617176,-0.860437,-0.242061
1,1.941069,0.020582,-0.419445,-0.377064,1.326506,0.397872
1,-0.458993,-1.726435,-0.9462,-0.682662,0.356611,-1.407174
1,0.079713,0.691922,-0.861919,-0.900946,1.22413,0.904572
0,-1.058463,-0.599872,0.528715,0.343274,-0.987928,-0.755021
0,0.112991,0.589535,-0.271953,-0.333407,-0.767772,0.179991
1,0.531339,-1.337733,-1.009411,-0.748147,2.038901,-0.964854
1,0.397623,-0.674669,-0.208743,0.037676,0.918761,-0.404801
1,-0.130495,-0.26696,0.402294,0.38693,0.954056,-0.051601
0,-0.005121,-0.278303,-0.335164,-0.377064,-1.089985,-0.446231
0,-0.974803,-0.488901,0.02303,-0.398892,-1.002749,-0.636989
1,-0.354461,-0.689997,0.00196,0.234131,0.889759,-0.338334
0,-0.388836,-0.15691,0.212662,-0.005981,-0.672859,-0.376784
0,-0.579152,-0.446904,-0.061251,-0.267922,-0.630734,-0.655171
1,2.32097,-1.368387,0.570855,0.954469,2.114296,-1.057849
1,-0.202143,-0.848482,-0.040181,0.168646,0.86246,-0.554427
1,1.796674,-1.003595,1.455804,2.024061,1.004987,-0.717167
0,-1.007216,-0.777669,-0.145532,-0.115123,-1.454361,-0.850399
1,1.555815,-0.325818,-0.145532,0.015847,0.204138,-0.072465
1,0.685855,-0.819053,-0.293023,-0.049638,0.879273,-0.527303
0,-0.183193,0.136457,-0.124462,-0.311579,-0.797642,-0.221495
0,-0.331109,-0.466217,0.528715,0.299617,-0.467907,-0.682294
0,-0.297945,-0.124416,0.02303,-0.093295,-0.79798,-0.358304
1,0.813851,-0.950256,-1.135832,-0.769975,1.927325,-0.445635
1,0.173026,0.618044,-0.819779,-0.70449,1.09451,0.737063
0,-0.698506,-0.069237,1.519015,1.281895,-0.854212,-0.313595
0,-0.283704,0.140748,0.381223,0.234131,-0.814129,-0.184834
0,-0.237592,-0.069237,0.149451,0.037676,-0.234969,-0.319556
0,-0.532969,-0.205344,-0.92513,-0.857289,-0.8314,-0.453385
1,-0.667606,3.9867,1.687577,1.21641,0.827072,3.534645
1,0.992153,0.202365,-1.515096,-1.490313,1.313691,0.448542
0,-0.820471,0.209109,-0.061251,-0.246093,-0.772522,-0.06561
1,1.249841,0.581871,-1.177972,-1.315685,1.596862,0.486395
1,0.48844,1.445417,-1.388674,-1.468484,0.285801,1.636009
0,0.263915,0.908345,1.434734,1.150925,-0.640131,0.581774
0,-0.233687,-0.255618,1.245102,1.303723,-0.862056,-0.476931
1,1.900799,-1.655623,0.170521,0.299617,0.580459,-1.316564
0,0.278823,0.397942,2.720017,2.155031,-1.006135,0.202643
1,-0.108962,2.438632,-1.220113,-1.097401,0.255552,2.393377
0,0.264224,-0.296696,0.802628,0.692528,-0.691885,-0.552042
1,-0.19163,1.760855,-1.810079,-1.577626,0.462366,2.253587
1,-0.737819,0.469981,-1.725798,-1.883224,0.505957,0.84496
0,-0.80722,-0.903967,-1.051551,-0.83546,-0.710691,-1.071559
0,-0.342914,0.81822,0.08624,-0.005981,-0.809107,0.375219
1,0.121694,1.613099,-1.220113,-1.097401,1.475472,1.898301
0,-0.20416,-0.005475,2.488245,1.805777,-0.715341,-0.214938
0,-0.606073,-0.499324,-0.187672,-0.420721,-0.511905,-0.688553
1,-0.271398,-0.51649,-1.451885,-1.184715,0.875454,-0.214341
0,-0.70896,-0.084871,1.224032,1.172753,-0.550549,-0.230139
0,-1.02455,1.163086,0.886908,0.430587,-0.845819,0.790714
0,0.432971,-0.221591,1.961489,2.111374,-0.513942,-0.459644
0,-0.216159,0.399168,0.760487,0.605214,-0.453685,-0.142807
1,1.077111,0.513511,-0.588006,-0.660833,1.331021,0.842874
0,-0.477226,-0.47572,-0.103392,-0.442549,-1.202059,-0.669776
1,0.233836,-1.346009,-0.061251,0.212303,1.411962,-1.138324
0,-0.90338,-0.627767,-0.061251,-0.355235,-1.240147,-0.763962
0,-0.578731,-0.00057,1.05547,0.714356,-1.23353,-0.269482
1,-1.590451,-0.344517,-0.229813,-0.551691,-0.072841,-0.197352
1,-0.124133,2.04901,-2.020781,-1.817739,0.420089,2.161487
0,0.125186,-0.393871,-1.325464,-1.817739,0.011436,-0.721042
0,-0.91476,-0.610294,-0.019111,-0.333407,-1.153448,-0.786615
1,-0.599847,0.059513,-1.430815,-1.512141,0.008812,0.33826
0,-1.516273,0.462317,-1.578306,-1.861396,-1.271014,0.275966
0,0.709772,-0.032145,-0.335164,-0.420721,-0.951868,-0.32969
1,1.870612,3.954819,-1.494026,-1.512141,0.0465,5.177249
1,0.585131,1.45308,0.570855,0.93264,0.390363,1.585935
1,-0.453488,-1.175875,-0.335164,-0.136951,1.13428,-0.749059
0,-0.446485,-0.766021,1.792928,1.456522,-0.230072,-0.889147
1,-0.972103,0.0074,-0.019111,-0.224265,1.122783,0.280139
1,-0.442492,-1.602283,0.233732,0.496072,1.876311,-1.26947
1,2.147047,-1.003902,-1.662587,-1.599455,-0.610833,-0.701072
0,-0.710796,0.072695,0.254802,0.343274,-1.249778,-0.104656
1,0.504072,-1.507254,-1.97864,-1.621283,1.791751,-1.15442
0,-0.345573,-0.186645,0.06517,-0.093295,-0.929943,-0.375591
0,-1.656291,0.355026,0.634066,0.408759,-1.287882,0.106966
0,-1.079306,-0.756824,-1.873289,-2.538076,-0.323187,-1.065896
0,-1.242637,-0.982137,-0.609077,-0.486206,-3.286588,-1.007477
0,-0.513106,-0.212088,0.318013,0.190475,-0.903227,-0.444145
0,0.247166,0.159141,2.930719,2.438801,-0.573441,-0.144596
0,-0.028775,0.641341,-0.545866,-0.748147,-0.527019,0.34601
0,-0.621059,0.071775,-0.271953,-0.660833,-0.575507,-0.211361
0,-0.217113,-0.381303,1.771857,1.871262,-0.547743,-0.537735
0,-1.696196,-0.986735,-1.388674,-1.599455,-0.295189,-1.019995
0,-0.396826,-0.859518,-1.810079,-1.970538,-1.194612,-1.004198
0,-0.416817,-0.321832,0.191591,-0.005981,-0.709308,-0.50793
1,0.571523,1.228687,2.825368,2.657085,1.379074,0.959713
1,0.384293,-0.912857,-0.314094,0.015847,0.389499,-0.590194
1,0.911976,1.310842,0.528715,0.38693,0.894768,1.430945
0,-0.714083,0.086796,0.360153,0.146818,-0.73996,-0.242061
1,0.423052,-0.531205,1.898279,2.591599,2.071877,-0.246234
0,-1.498046,-0.539788,0.170521,0.103161,-0.355895,-0.61225
0,-1.232217,0.822205,-0.840849,-0.879117,-0.8286,0.648241
0,-0.151917,-0.503615,0.929049,0.910812,-0.85227,-0.631326
0,-0.422284,0.216466,0.971189,0.627043,-0.568878,-0.137144
1,-0.46747,4.040652,0.739417,0.93264,-0.182303,4.056547
1,-0.138787,-0.503615,0.781557,0.954469,0.709106,-0.131183
1,0.890628,-1.299414,-1.599377,-1.66494,0.945844,-0.883186
0,-0.359154,-0.479092,0.591925,0.867155,-0.734885,-0.696303
1,0.137637,-0.513732,-0.419445,0.015847,0.165744,-0.218514
0,0.644934,-0.066478,-0.377304,-0.377064,-0.661643,-0.309422
0,-0.355876,0.154237,-0.777638,-0.617176,-1.09173,-0.110915
0,-0.35601,0.233019,2.298613,1.958576,-1.525535,-0.278126
1,-0.05861,-0.744256,0.254802,0.452416,0.332886,-0.573503
0,-0.399917,0.300153,1.476874,1.238238,-0.520909,0.009799
1,-0.368206,1.829215,-0.693357,-0.617176,0.771285,1.933174
1,0.229595,1.707822,-1.093692,-0.944602,-0.356059,1.746589
0,-0.546053,-0.127788,1.750787,0.93264,-0.093965,-0.370226
0,-0.647479,0.073614,0.339083,0.452416,-1.075814,-0.254877
0,-0.723403,0.32529,-1.262253,-1.097401,-1.108884,-0.040275
0,0.053006,2.328275,0.360153,0.103161,-0.524813,1.685785
1,-0.210032,0.176308,-1.451885,-1.402999,1.07786,0.324549
1,-0.658073,1.596545,-1.810079,-1.883224,0.710027,1.382063
1,-0.041186,-0.133612,0.802628,0.954469,0.753265,-0.085282
1,1.484129,-0.478172,-0.777638,-0.83546,0.559812,-0.179767
0,-0.924977,0.409285,-0.92513,-1.053744,-0.964109,-0.008383
1,0.14797,-0.962211,0.402294,0.648871,0.778501,-0.586617
0,-1.058266,-0.207797,1.308313,1.063611,-1.114267,-0.329392
0,0.696818,-0.1986,-0.187672,-0.551691,-1.596569,-0.391985
1,-0.505464,0.62724,-1.177972,-0.900946,0.055193,0.829759
1,1.300478,-0.150166,-1.409745,-1.424827,1.04194,0.156742
0,-0.501546,-0.00149,0.06517,-0.071466,-0.827864,-0.235504
0,-0.6205,-0.558181,0.02303,-0.180608,-0.751476,-0.738925
1,0.843966,-0.369961,0.950119,1.107268,0.468732,-0.231033
1,1.411678,0.835386,0.591925,1.063611,2.125189,1.091753
1,-0.235101,-1.108128,-1.072621,-0.726318,0.592303,-0.708821
1,0.710399,0.170484,0.360153,0.452416,1.291353,0.587139
0,0.413976,2.594972,0.971189,0.539729,-0.888394,1.913204
1,-0.970959,0.120823,0.08624,0.343274,0.775281,0.325742
0,-0.853476,-0.730461,-0.735498,-1.075573,-1.024014,-0.865302
1,0.572278,1.042,-1.620447,-1.359342,0.684822,1.148086
1,-0.012287,0.570529,0.275872,0.190475,0.33454,0.814856
1,0.364277,1.351613,-0.482655,-0.377064,1.748741,1.449424
1,0.488587,-0.778282,0.697277,0.954469,1.106506,-0.505843
1,0.218206,-1.37789,-0.335164,0.168646,0.794856,-1.05755
0,-0.15568,-0.196148,-0.672287,-0.769975,-0.954792,-0.404503
0,-0.791968,-0.403987,0.360153,0.38693,-1.44495,-0.565753
1,-1.245602,3.678619,-0.082321,0.234131,-0.001759,4.268765
0,-0.364987,-0.497791,1.329383,1.194581,-0.795204,-0.671266
0,-0.840687,0.418481,-0.229813,-0.551691,-0.88428,0.032153
1,0.141446,-1.198253,0.444434,0.583386,0.832447,-0.819997
1,1.042747,1.396982,-1.135832,-1.010088,1.147067,1.673863
1,-0.173869,-0.51036,-0.98834,-1.097401,1.31548,-0.16695
1,-0.585276,-1.079926,-0.082321,0.146818,0.072537,-0.780952
0,-0.108875,0.114079,0.655136,0.561558,-0.845337,-0.126712
1,-1.146789,1.923019,0.149451,-0.027809,-0.364683,2.069387
0,-0.556485,0.398555,0.170521,-0.049638,-1.020878,0.002944
0,-0.584167,-0.696128,-1.515096,-1.970538,-1.178287,-0.836093
1,-0.268501,-0.636657,-1.873289,-1.79591,0.968975,-0.402417
1,-0.46298,-0.888027,0.339083,0.648871,0.208514,-0.66143
1,0.219011,-1.944085,-0.840849,-0.57352,1.061801,-1.464699
1,0.137369,0.985288,-0.208743,-0.246093,0.518586,1.105464
1,0.655104,-0.19952,0.107311,0.474244,1.946498,0.033048
0,-0.716381,-0.373026,1.792928,1.434694,-1.016916,-0.637287
1,1.07026,-0.264508,-0.90406,-0.813632,0.622474,-0.001527
0,-0.171657,-0.31938,0.528715,0.692528,-0.810487,-0.580954
1,0.345585,-0.927878,-1.789009,-1.730425,1.406849,-0.46024
0,-0.720965,-0.420234,0.612996,0.452416,-1.152753,-0.577377
0,-0.703189,0.138296,-1.156902,-1.643111,-0.461501,-0.205102
0,-0.069436,0.805345,2.614666,2.111374,-0.735121,0.344221
1,0.329328,-0.643095,-0.672287,-0.595348,0.714985,-0.43878
0,-0.480925,-0.010686,0.465504,0.365102,-0.900605,-0.373207
1,1.457037,-0.978458,-0.166602,0.081333,0.834536,-0.658151
1,-0.784262,-0.014058,-0.250883,0.015847,-0.899359,-0.037592
1,0.501204,-1.174649,-1.367604,-0.988259,0.723524,-0.827151
0,-0.735919,-0.024787,-0.545866,-0.529863,-1.031715,-0.400926
0,-0.188462,-0.513425,0.634066,0.474244,-0.526652,-0.651296
1,-0.021773,0.819446,-0.798709,-0.508034,0.795312,1.322153
1,0.158939,2.579951,0.549785,0.714356,0.644391,2.503957
1,-1.342215,-0.617651,-1.831149,-1.621283,1.169761,-0.47872
1,1.233093,-0.187258,0.99226,1.260067,0.804152,0.075372
0,-0.803074,-0.934622,0.739417,0.867155,-1.276453,-1.139517
1,2.716326,-1.75709,-0.630147,-0.333407,1.38994,-1.421182
0,-0.730583,0.099364,0.591925,0.124989,-0.547027,-0.14847
0,-0.961025,-0.254698,1.792928,1.783948,-0.895352,-0.44951
1,0.696139,-0.687238,-1.283323,-1.337514,1.238957,-0.419406
0,-0.579541,-0.190936,-0.250883,-0.377064,-0.876579,-0.419406
1,1.632514,-1.091268,0.612996,0.714356,0.353383,-0.78423
1,1.019464,-1.059387,1.308313,2.111374,0.798117,-0.618509
1,-0.287299,-1.013711,-0.061251,0.190475,1.190784,-0.696303
1,-0.359826,-1.072875,-0.356234,-0.136951,0.477277,-0.791682
